x:0.10	y:-0.07	z:0.95	t:21278.00
x:0.09	y:-0.11	z:0.94	t:21295.00

x:0.31	y:1.17	z:1.39	t:21936.00
x:0.16	y:1.03	z:1.13	t:21953.00
x:0.18	y:0.63	z:1.05	t:21970.00
x:0.19	y:0.42	z:1.16	t:21987.00
x:0.10	y:0.19	z:0.94	t:22003.00
x:0.04	y:-0.34	z:0.68	t:22020.00
x:0.11	y:-0.41	z:0.96	t:22037.00
x:0.10	y:-0.08	z:0.85	t:22053.00
x:0.13	y:0.08	z:0.92	t:22070.00
x:0.11	y:0.01	z:0.99	t:22087.00
x:0.10	y:-0.00	z:0.98	t:22103.00
x:0.09	y:-0.01	z:0.93	t:22120.00
x:0.09	y:-0.06	z:0.91	t:22137.00
x:0.09	y:-0.06	z:0.94	t:22153.00
x:0.11	y:0.01	z:0.98	t:22170.00
x:0.09	y:0.04	z:1.01	t:22186.00
x:0.11	y:0.05	z:1.01	t:22203.00
x:0.13	y:0.02	z:1.02	t:22220.00
x:0.09	y:-0.00	z:0.96	t:22236.00
x:0.11	y:0.05	z:0.96	t:22253.00
x:0.15	y:0.11	z:1.03	t:22270.00
x:0.12	y:0.20	z:1.05	t:22287.00
x:0.13	y:0.12	z:0.95	t:22303.00
x:0.10	y:-0.09	z:0.85	t:22320.00
x:0.08	y:-0.09	z:0.82	t:22337.00
x:0.02	y:-0.17	z:0.83	t:22353.00
x:-0.14	y:-0.43	z:0.85	t:22370.00
x:-0.23	y:-1.10	z:1.00	t:22386.00
x:-0.44	y:-2.14	z:1.42	t:22403.00
x:-0.68	y:-1.89	z:1.19	t:22420.00
x:-0.71	y:-1.08	z:1.08	t:22437.00
x:-0.78	y:-0.09	z:1.05	t:22453.00
x:-0.58	y:0.60	z:1.22	t:22470.00
x:-0.37	y:1.78	z:1.08	t:22486.00
x:0.12	y:2.41	z:0.65	t:22503.00
x:0.23	y:2.09	z:0.28	t:22520.00
x:0.10	y:0.82	z:0.62	t:22536.00
x:0.10	y:0.58	z:0.95	t:22553.00
x:0.11	y:0.65	z:0.85	t:22570.00
x:0.06	y:0.61	z:0.70	t:22587.00
x:-0.00	y:0.48	z:0.72	t:22603.00
x:-0.04	y:0.10	z:0.86	t:22620.00
x:-0.02	y:-0.25	z:0.94	t:22637.00
x:0.02	y:-0.37	z:1.04	t:22653.00
x:0.08	y:-0.22	z:1.12	t:22670.00
x:0.11	y:0.03	z:1.08	t:22687.00
x:0.12	y:0.11	z:1.01	t:22703.00
x:0.10	y:-0.05	z:0.95	t:22720.00
x:0.08	y:-0.18	z:0.99	t:22737.00
